make_snake,make,model_snake,model,engine_aspiration,is_bev
acura,Acura,cl,CL,Naturally Aspirated,No
acura,Acura,ilx,ILX,Naturally Aspirated,No
acura,Acura,ilx_hybrid,ILX Hybrid,Naturally Aspirated,No
acura,Acura,integra,Integra,Turbocharged,No
acura,Acura,integra,Integra,Naturally Aspirated,No
acura,Acura,legend,Legend,Naturally Aspirated,No
acura,Acura,mdx,MDX,Naturally Aspirated,No
acura,Acura,mdx,MDX,Turbocharged,No
acura,Acura,nsx,NSX,Twin-Turbo,No
acura,Acura,nsx,NSX,Naturally Aspirated,No
acura,Acura,rdx,RDX,Turbocharged,No
acura,Acura,rdx,RDX,Naturally Aspirated,No
acura,Acura,rl,RL,Naturally Aspirated,No
acura,Acura,rlx,RLX,Naturally Aspirated,No
acura,Acura,rsx,RSX,Naturally Aspirated,No
acura,Acura,slx,SLX,Naturally Aspirated,No
acura,Acura,tl,TL,Naturally Aspirated,No
acura,Acura,tlx,TLX,Turbocharged,No
acura,Acura,tlx,TLX,Naturally Aspirated,No
acura,Acura,tsx,TSX,Naturally Aspirated,No
acura,Acura,tsx_sport_wagon,TSX Sport Wagon,Naturally Aspirated,No
acura,Acura,vigor,Vigor,Naturally Aspirated,No
acura,Acura,zdx,ZDX,Naturally Aspirated,No
alfa_romeo,Alfa Romeo,4_c,4C,Turbocharged,No
alfa_romeo,Alfa Romeo,giulia,Giulia,Turbocharged,No
alfa_romeo,Alfa Romeo,giulia,Giulia,Twin-Turbo,No
alfa_romeo,Alfa Romeo,stelvio,Stelvio,Turbocharged,No
alfa_romeo,Alfa Romeo,stelvio,Stelvio,Twin-Turbo,No
alfa_romeo,Alfa Romeo,tonale,Tonale,Turbocharged,No
aston_martin,Aston Martin,db_11,DB11,Twin-Turbo,No
aston_martin,Aston Martin,db_7,DB7,Naturally Aspirated,No
aston_martin,Aston Martin,db_9,DB9,Naturally Aspirated,No
aston_martin,Aston Martin,db_9_gt,DB9 GT,Naturally Aspirated,No
aston_martin,Aston Martin,dbs,DBS,Twin-Turbo,No
aston_martin,Aston Martin,dbs,DBS,Naturally Aspirated,No
aston_martin,Aston Martin,dbs_superleggera,DBS Superleggera,Twin-Turbo,No
aston_martin,Aston Martin,dbx,DBX,Twin-Turbo,No
aston_martin,Aston Martin,dbx_707,DBX707,Twin-Turbo,No
aston_martin,Aston Martin,rapide,Rapide,Naturally Aspirated,No
aston_martin,Aston Martin,rapide_amr,Rapide AMR,Naturally Aspirated,No
aston_martin,Aston Martin,rapide_s,Rapide S,Naturally Aspirated,No
aston_martin,Aston Martin,v_12_vanquish,V12 Vanquish,Naturally Aspirated,No
aston_martin,Aston Martin,v_12_vantage,V12 Vantage,Naturally Aspirated,No
aston_martin,Aston Martin,v_12_vantage_s,V12 Vantage S,Naturally Aspirated,No
aston_martin,Aston Martin,v_8_vantage,V8 Vantage,Naturally Aspirated,No
aston_martin,Aston Martin,vanquish,Vanquish,Naturally Aspirated,No
aston_martin,Aston Martin,vanquish_s,Vanquish S,Naturally Aspirated,No
aston_martin,Aston Martin,vantage,Vantage,Twin-Turbo,No
aston_martin,Aston Martin,virage,Virage,Naturally Aspirated,No
audi,Audi,100,100,Naturally Aspirated,No
audi,Audi,200,200,Turbocharged,No
audi,Audi,80,80,Naturally Aspirated,No
audi,Audi,90,90,Naturally Aspirated,No
audi,Audi,a_3,A3,Turbocharged,No
audi,Audi,a_3,A3,Naturally Aspirated,No
audi,Audi,a_3_sportback_e_tron,A3 Sportback e-tron,Turbocharged,No
audi,Audi,a_4,A4,Turbocharged,No
audi,Audi,a_4,A4,Naturally Aspirated,No
audi,Audi,a_4_allroad,A4 allroad,Turbocharged,No
audi,Audi,a_5,A5,Turbocharged,No
audi,Audi,a_5,A5,Naturally Aspirated,No
audi,Audi,a_6,A6,Turbocharged,No
audi,Audi,a_6,A6,Supercharged,No
audi,Audi,a_6,A6,Naturally Aspirated,No
audi,Audi,a_6,A6,Twin-Turbo,No
audi,Audi,a_6_allroad,A6 allroad,Turbocharged,No
audi,Audi,a_7,A7,Turbocharged,No
audi,Audi,a_7,A7,Supercharged,No
audi,Audi,a_8,A8,Turbocharged,No
audi,Audi,a_8,A8,Twin-Turbo,No
audi,Audi,a_8,A8,Supercharged,No
audi,Audi,a_8,A8,Naturally Aspirated,No
audi,Audi,allroad,allroad,Turbocharged,No
audi,Audi,allroad_quattro,allroad quattro,Twin-Turbo,No
audi,Audi,allroad_quattro,allroad quattro,Naturally Aspirated,No
audi,Audi,cabriolet,Cabriolet,Naturally Aspirated,No
audi,Audi,e_tron,e-tron,Electric Motor,Yes
audi,Audi,e_tron_gt,e-tron GT,Electric Motor,Yes
audi,Audi,e_tron_s,e-tron S,Electric Motor,Yes
audi,Audi,e_tron_s_sportback,e-tron S Sportback,Electric Motor,Yes
audi,Audi,e_tron_sportback,e-tron Sportback,Electric Motor,Yes
audi,Audi,q_3,Q3,Turbocharged,No
audi,Audi,q_4_e_tron,Q4 e-tron,Electric Motor,Yes
audi,Audi,q_4_sportback_e_tron,Q4 Sportback e-tron,Electric Motor,Yes
audi,Audi,q_5,Q5,Turbocharged,No
audi,Audi,q_5,Q5,Supercharged,No
audi,Audi,q_5,Q5,Naturally Aspirated,No
audi,Audi,q_5_sportback,Q5 Sportback,Turbocharged,No
audi,Audi,q_7,Q7,Turbocharged,No
audi,Audi,q_7,Q7,Supercharged,No
audi,Audi,q_7,Q7,Naturally Aspirated,No
audi,Audi,q_8,Q8,Turbocharged,No
audi,Audi,q_8_e_tron,Q8 e-tron,Electric Motor,Yes
audi,Audi,q_8_sportback_e_tron,Q8 Sportback e-tron,Electric Motor,Yes
audi,Audi,r_8,R8,Naturally Aspirated,No
audi,Audi,rs_3,RS 3,Turbocharged,No
audi,Audi,rs_4,RS 4,Naturally Aspirated,No
audi,Audi,rs_5,RS 5,Twin-Turbo,No
audi,Audi,rs_5,RS 5,Naturally Aspirated,No
audi,Audi,rs_6,RS 6,Twin-Turbo,No
audi,Audi,rs_7,RS 7,Twin-Turbo,No
audi,Audi,rs_e_tron_gt,RS e-tron GT,Electric Motor,Yes
audi,Audi,rs_q_8,RS Q8,Twin-Turbo,No
audi,Audi,s_3,S3,Turbocharged,No
audi,Audi,s_4,S4,Turbocharged,No
audi,Audi,s_4,S4,Supercharged,No
audi,Audi,s_4,S4,Naturally Aspirated,No
audi,Audi,s_4,S4,Twin-Turbo,No
audi,Audi,s_5,S5,Turbocharged,No
audi,Audi,s_5,S5,Supercharged,No
audi,Audi,s_5,S5,Naturally Aspirated,No
audi,Audi,s_6,S6,Twincharged,No
audi,Audi,s_6,S6,Twin-Turbo,No
audi,Audi,s_6,S6,Naturally Aspirated,No
audi,Audi,s_6,S6,Turbocharged,No
audi,Audi,s_7,S7,Twincharged,No
audi,Audi,s_7,S7,Twin-Turbo,No
audi,Audi,s_8,S8,Twin-Turbo,No
audi,Audi,s_8,S8,Naturally Aspirated,No
audi,Audi,sq_5,SQ5,Turbocharged,No
audi,Audi,sq_5,SQ5,Supercharged,No
audi,Audi,sq_5_sportback,SQ5 Sportback,Turbocharged,No
audi,Audi,sq_7,SQ7,Twin-Turbo,No
audi,Audi,sq_8,SQ8,Twin-Turbo,No
audi,Audi,sq_8_e_tron,SQ8 e-tron,Electric Motor,Yes
audi,Audi,sq_8_sportback_e_tron,SQ8 Sportback e-tron,Electric Motor,Yes
audi,Audi,tt,TT,Turbocharged,No
audi,Audi,tt,TT,Naturally Aspirated,No
audi,Audi,tt_rs,TT RS,Turbocharged,No
audi,Audi,tts,TTS,Turbocharged,No
audi,Audi,v_8,V8,Naturally Aspirated,No
bentley,Bentley,arnage,Arnage,Twin-Turbo,No
bentley,Bentley,arnage,Arnage,Turbocharged,No
bentley,Bentley,azure,Azure,Twin-Turbo,No
bentley,Bentley,azure,Azure,Turbocharged,No
bentley,Bentley,azure_t,Azure T,Twin-Turbo,No
bentley,Bentley,bentayga,Bentayga,Turbocharged,No
bentley,Bentley,bentayga,Bentayga,Twin-Turbo,No
bentley,Bentley,bentayga_ewb,Bentayga EWB,Twin-Turbo,No
bentley,Bentley,brooklands,Brooklands,Twin-Turbo,No
bentley,Bentley,continental,Continental,Twin-Turbo,No
bentley,Bentley,continental,Continental,Turbocharged,No
bentley,Bentley,continental_flying_spur,Continental Flying Spur,Twin-Turbo,No
bentley,Bentley,continental_flying_spur_speed,Continental Flying Spur Speed,Twin-Turbo,No
bentley,Bentley,continental_gt,Continental GT,Twin-Turbo,No
bentley,Bentley,continental_gt_speed,Continental GT Speed,Twin-Turbo,No
bentley,Bentley,continental_gt_speed_convertible,Continental GT Speed Convertible,Twin-Turbo,No
bentley,Bentley,continental_gt_3_r,Continental GT3-R,Twin-Turbo,No
bentley,Bentley,continental_gtc,Continental GTC,Twin-Turbo,No
bentley,Bentley,continental_gtc_speed,Continental GTC Speed,Twin-Turbo,No
bentley,Bentley,continental_supersports,Continental Supersports,Twin-Turbo,No
bentley,Bentley,continental_supersports_convertible,Continental Supersports Convertible,Twin-Turbo,No
bentley,Bentley,flying_spur,Flying Spur,Twin-Turbo,No
bentley,Bentley,mulsanne,Mulsanne,Twin-Turbo,No
bentley,Bentley,supersports_convertible_isr,Supersports Convertible ISR,Twin-Turbo,No
bmw,BMW,1_series,1 Series,Naturally Aspirated,No
bmw,BMW,1_series,1 Series,Turbocharged,No
bmw,BMW,1_series,1 Series,Twin-Turbo,No
bmw,BMW,1_series_m,1 Series M,Twin-Turbo,No
bmw,BMW,2_series,2 Series,Turbocharged,No
bmw,BMW,2_series_gran_coupe,2 Series Gran Coupe,Turbocharged,No
bmw,BMW,3_series,3 Series,Turbocharged,No
bmw,BMW,3_series,3 Series,Naturally Aspirated,No
bmw,BMW,3_series,3 Series,Twin-Turbo,No
bmw,BMW,3_series_e_drive,3 Series eDrive,Turbocharged,No
bmw,BMW,3_series_gran_turismo,3 Series Gran Turismo,Turbocharged,No
bmw,BMW,4_series,4 Series,Turbocharged,No
bmw,BMW,4_series_gran_coupe,4 Series Gran Coupe,Turbocharged,No
bmw,BMW,5_series,5 Series,Turbocharged,No
bmw,BMW,5_series,5 Series,Twin-Turbo,No
bmw,BMW,5_series,5 Series,Naturally Aspirated,No
bmw,BMW,5_series_gran_turismo,5 Series Gran Turismo,Turbocharged,No
bmw,BMW,5_series_gran_turismo,5 Series Gran Turismo,Twin-Turbo,No
bmw,BMW,6_series,6 Series,Turbocharged,No
bmw,BMW,6_series,6 Series,Twin-Turbo,No
bmw,BMW,6_series,6 Series,Naturally Aspirated,No
bmw,BMW,6_series_gran_coupe,6 Series Gran Coupe,Turbocharged,No
bmw,BMW,6_series_gran_coupe,6 Series Gran Coupe,Twin-Turbo,No
bmw,BMW,6_series_gran_turismo,6 Series Gran Turismo,Turbocharged,No
bmw,BMW,7_series,7 Series,Turbocharged,No
bmw,BMW,7_series,7 Series,Twin-Turbo,No
bmw,BMW,7_series,7 Series,Naturally Aspirated,No
bmw,BMW,8_series,8 Series,Turbocharged,No
bmw,BMW,8_series,8 Series,Twin-Turbo,No
bmw,BMW,8_series,8 Series,Naturally Aspirated,No
bmw,BMW,8_series_gran_coupe,8 Series Gran Coupe,Turbocharged,No
bmw,BMW,8_series_gran_coupe,8 Series Gran Coupe,Twin-Turbo,No
bmw,BMW,active_hybrid_5,ActiveHybrid 5,Turbocharged,No
bmw,BMW,active_hybrid_7,ActiveHybrid 7,Turbocharged,No
bmw,BMW,active_hybrid_7,ActiveHybrid 7,Twin-Turbo,No
bmw,BMW,active_hybrid_x_6,ActiveHybrid X6,Twin-Turbo,No
bmw,BMW,alpina,Alpina,Naturally Aspirated,No
bmw,BMW,alpina_b_6_gran_coupe,ALPINA B6 Gran Coupe,Twin-Turbo,No
bmw,BMW,alpina_b_7,ALPINA B7,Twin-Turbo,No
bmw,BMW,alpina_b_7,ALPINA B7,Supercharged,No
bmw,BMW,alpina_b_8_gran_coupe,ALPINA B8 Gran Coupe,Twin-Turbo,No
bmw,BMW,alpina_xb_7,ALPINA XB7,Twin-Turbo,No
bmw,BMW,i_3,i3,Electric Motor,Yes
bmw,BMW,i_3,i3,Naturally Aspirated,No
bmw,BMW,i_4,i4,Electric Motor,Yes
bmw,BMW,i_5,i5,Electric Motor,Yes
bmw,BMW,i_7,i7,Electric Motor,Yes
bmw,BMW,i_8,i8,Turbocharged,No
bmw,BMW,i_x,iX,Electric Motor,Yes
bmw,BMW,m,M,Naturally Aspirated,No
bmw,BMW,m_2,M2,Twin-Turbo,No
bmw,BMW,m_2,M2,Turbocharged,No
bmw,BMW,m_2_cs,M2 CS,Twin-Turbo,No
bmw,BMW,m_3,M3,Twin-Turbo,No
bmw,BMW,m_3,M3,Naturally Aspirated,No
bmw,BMW,m_3_cs,M3 CS,Twin-Turbo,No
bmw,BMW,m_4,M4,Twin-Turbo,No
bmw,BMW,m_4_cs,M4 CS,Twin-Turbo,No
bmw,BMW,m_4_csl,M4 CSL,Twin-Turbo,No
bmw,BMW,m_4_gts,M4 GTS,Twin-Turbo,No
bmw,BMW,m_5,M5,Twin-Turbo,No
bmw,BMW,m_5,M5,Naturally Aspirated,No
bmw,BMW,m_5_cs,M5 CS,Twin-Turbo,No
bmw,BMW,m_6,M6,Twin-Turbo,No
bmw,BMW,m_6,M6,Naturally Aspirated,No
bmw,BMW,m_6_gran_coupe,M6 Gran Coupe,Twin-Turbo,No
bmw,BMW,m_8,M8,Twin-Turbo,No
bmw,BMW,m_8_gran_coupe,M8 Gran Coupe,Twin-Turbo,No
bmw,BMW,x_1,X1,Turbocharged,No
bmw,BMW,x_2,X2,Turbocharged,No
bmw,BMW,x_3,X3,Turbocharged,No
bmw,BMW,x_3,X3,Naturally Aspirated,No
bmw,BMW,x_3_m,X3 M,Twin-Turbo,No
bmw,BMW,x_4,X4,Turbocharged,No
bmw,BMW,x_4_m,X4 M,Twin-Turbo,No
bmw,BMW,x_5,X5,Twin-Turbo,No
bmw,BMW,x_5,X5,Turbocharged,No
bmw,BMW,x_5,X5,Naturally Aspirated,No
bmw,BMW,x_5_e_drive,X5 eDrive,Turbocharged,No
bmw,BMW,x_5_m,X5 M,Twin-Turbo,No
bmw,BMW,x_6,X6,Twin-Turbo,No
bmw,BMW,x_6,X6,Turbocharged,No
bmw,BMW,x_6_m,X6 M,Twin-Turbo,No
bmw,BMW,x_7,X7,Twin-Turbo,No
bmw,BMW,x_7,X7,Turbocharged,No
bmw,BMW,xm,XM,Twin-Turbo,No
bmw,BMW,z_3,Z3,Naturally Aspirated,No
bmw,BMW,z_4,Z4,Turbocharged,No
bmw,BMW,z_4,Z4,Twin-Turbo,No
bmw,BMW,z_4,Z4,Naturally Aspirated,No
bmw,BMW,z_4_m,Z4 M,Naturally Aspirated,No
bmw,BMW,z_8,Z8,Naturally Aspirated,No
bugatti,Bugatti,veyron_16_4,Veyron 16.4,Quad-Turbo,No
buick,Buick,cascada,Cascada,Turbocharged,No
buick,Buick,century,Century,Naturally Aspirated,No
buick,Buick,electra,Electra,Naturally Aspirated,No
buick,Buick,enclave,Enclave,Naturally Aspirated,No
buick,Buick,encore,Encore,Turbocharged,No
buick,Buick,encore_gx,Encore GX,Turbocharged,No
buick,Buick,envision,Envision,Turbocharged,No
buick,Buick,envision,Envision,Naturally Aspirated,No
buick,Buick,envista,Envista,Turbocharged,No
buick,Buick,estate_wagon,Estate Wagon,Naturally Aspirated,No
buick,Buick,la_crosse,LaCrosse,Naturally Aspirated,No
buick,Buick,le_sabre,LeSabre,Naturally Aspirated,No
buick,Buick,lucerne,Lucerne,Naturally Aspirated,No
buick,Buick,park_avenue,Park Avenue,Naturally Aspirated,No
buick,Buick,park_avenue,Park Avenue,Supercharged,No
buick,Buick,rainier,Rainier,Naturally Aspirated,No
buick,Buick,reatta,Reatta,Naturally Aspirated,No
buick,Buick,regal,Regal,Naturally Aspirated,No
buick,Buick,regal,Regal,Turbocharged,No
buick,Buick,regal,Regal,Supercharged,No
buick,Buick,regal_sportback,Regal Sportback,Turbocharged,No
buick,Buick,regal_sportback,Regal Sportback,Naturally Aspirated,No
buick,Buick,regal_tour_x,Regal TourX,Turbocharged,No
buick,Buick,rendezvous,Rendezvous,Naturally Aspirated,No
buick,Buick,riviera,Riviera,Supercharged,No
buick,Buick,riviera,Riviera,Naturally Aspirated,No
buick,Buick,roadmaster,Roadmaster,Naturally Aspirated,No
buick,Buick,skylark,Skylark,Naturally Aspirated,No
buick,Buick,terraza,Terraza,Naturally Aspirated,No
buick,Buick,verano,Verano,Naturally Aspirated,No
buick,Buick,verano,Verano,Turbocharged,No
cadillac,Cadillac,allante,Allante,Naturally Aspirated,No
cadillac,Cadillac,ats,ATS,Turbocharged,No
cadillac,Cadillac,ats,ATS,Naturally Aspirated,No
cadillac,Cadillac,ats_coupe,ATS Coupe,Turbocharged,No
cadillac,Cadillac,ats_coupe,ATS Coupe,Naturally Aspirated,No
cadillac,Cadillac,ats_v,ATS-V,Twin-Turbo,No
cadillac,Cadillac,brougham,Brougham,Naturally Aspirated,No
cadillac,Cadillac,catera,Catera,Naturally Aspirated,No
cadillac,Cadillac,ct_4,CT4,Turbocharged,No
cadillac,Cadillac,ct_4,CT4,Twin-Turbo,No
cadillac,Cadillac,ct_4_v_blackwing,CT4-V Blackwing,Twin-Turbo,No
cadillac,Cadillac,ct_5,CT5,Turbocharged,No
cadillac,Cadillac,ct_5,CT5,Twin-Turbo,No
cadillac,Cadillac,ct_5,CT5,Supercharged,No
cadillac,Cadillac,ct_5_v_blackwing,CT5-V Blackwing,Supercharged,No
cadillac,Cadillac,ct_6,CT6,Naturally Aspirated,No
cadillac,Cadillac,ct_6,CT6,Twin-Turbo,No
cadillac,Cadillac,ct_6,CT6,Turbocharged,No
cadillac,Cadillac,ct_6_v,CT6-V,Twin-Turbo,No
cadillac,Cadillac,cts,CTS,Turbocharged,No
cadillac,Cadillac,cts,CTS,Naturally Aspirated,No
cadillac,Cadillac,cts,CTS,Twin-Turbo,No
cadillac,Cadillac,cts_coupe,CTS Coupe,Naturally Aspirated,No
cadillac,Cadillac,cts_wagon,CTS Wagon,Naturally Aspirated,No
cadillac,Cadillac,cts_v,CTS-V,Supercharged,No
cadillac,Cadillac,cts_v,CTS-V,Naturally Aspirated,No
cadillac,Cadillac,cts_v_coupe,CTS-V Coupe,Supercharged,No
cadillac,Cadillac,cts_v_wagon,CTS-V Wagon,Supercharged,No
cadillac,Cadillac,de_ville,DeVille,Naturally Aspirated,No
cadillac,Cadillac,dts,DTS,Naturally Aspirated,No
cadillac,Cadillac,eldorado,Eldorado,Naturally Aspirated,No
cadillac,Cadillac,elr,ELR,Naturally Aspirated,No
cadillac,Cadillac,escalade,Escalade,Naturally Aspirated,No
cadillac,Cadillac,escalade,Escalade,Supercharged,No
cadillac,Cadillac,escalade_esv,Escalade ESV,Naturally Aspirated,No
cadillac,Cadillac,escalade_esv,Escalade ESV,Supercharged,No
cadillac,Cadillac,escalade_ext,Escalade EXT,Naturally Aspirated,No
cadillac,Cadillac,escalade_hybrid,Escalade Hybrid,Naturally Aspirated,No
cadillac,Cadillac,fleetwood,Fleetwood,Naturally Aspirated,No
cadillac,Cadillac,lyriq,LYRIQ,Electric Motor,Yes
cadillac,Cadillac,seville,Seville,Naturally Aspirated,No
cadillac,Cadillac,srx,SRX,Naturally Aspirated,No
cadillac,Cadillac,srx,SRX,Turbocharged,No
cadillac,Cadillac,sts,STS,Naturally Aspirated,No
cadillac,Cadillac,sts_v,STS-V,Supercharged,No
cadillac,Cadillac,xlr,XLR,Naturally Aspirated,No
cadillac,Cadillac,xlr_v,XLR-V,Supercharged,No
cadillac,Cadillac,xt_4,XT4,Turbocharged,No
cadillac,Cadillac,xt_5,XT5,Turbocharged,No
cadillac,Cadillac,xt_5,XT5,Naturally Aspirated,No
cadillac,Cadillac,xt_6,XT6,Turbocharged,No
cadillac,Cadillac,xt_6,XT6,Naturally Aspirated,No
cadillac,Cadillac,xts,XTS,Naturally Aspirated,No
cadillac,Cadillac,xts,XTS,Twin-Turbo,No
chevrolet,Chevrolet,astro,Astro,Naturally Aspirated,No
chevrolet,Chevrolet,astro_cargo,Astro Cargo,Naturally Aspirated,No
chevrolet,Chevrolet,avalanche,Avalanche,Naturally Aspirated,No
chevrolet,Chevrolet,aveo,Aveo,Naturally Aspirated,No
chevrolet,Chevrolet,beretta,Beretta,Naturally Aspirated,No
chevrolet,Chevrolet,black_diamond_avalanche,Black Diamond Avalanche,Naturally Aspirated,No
chevrolet,Chevrolet,blazer,Blazer,Turbocharged,No
chevrolet,Chevrolet,blazer,Blazer,Naturally Aspirated,No
chevrolet,Chevrolet,blazer_ev,Blazer EV,Electric Motor,Yes
chevrolet,Chevrolet,bolt_euv,Bolt EUV,Electric Motor,Yes
chevrolet,Chevrolet,bolt_ev,Bolt EV,Electric Motor,Yes
chevrolet,Chevrolet,c_k_1500_series,C/K 1500 Series,Naturally Aspirated,No
chevrolet,Chevrolet,c_k_2500_series,C/K 2500 Series,Naturally Aspirated,No
chevrolet,Chevrolet,c_k_3500_series,C/K 3500 Series,Naturally Aspirated,No
chevrolet,Chevrolet,camaro,Camaro,Naturally Aspirated,No
chevrolet,Chevrolet,camaro,Camaro,Supercharged,No
chevrolet,Chevrolet,camaro,Camaro,Turbocharged,No
chevrolet,Chevrolet,caprice,Caprice,Naturally Aspirated,No
chevrolet,Chevrolet,captiva_sport,Captiva Sport,Naturally Aspirated,No
chevrolet,Chevrolet,cavalier,Cavalier,Naturally Aspirated,No
chevrolet,Chevrolet,celebrity,Celebrity,Naturally Aspirated,No
chevrolet,Chevrolet,chevy_van,Chevy Van,Naturally Aspirated,No
chevrolet,Chevrolet,chevy_van_classic,Chevy Van Classic,Naturally Aspirated,No
chevrolet,Chevrolet,city_express,City Express,Naturally Aspirated,No
chevrolet,Chevrolet,classic,Classic,Naturally Aspirated,No
chevrolet,Chevrolet,cobalt,Cobalt,Naturally Aspirated,No
chevrolet,Chevrolet,cobalt,Cobalt,Turbocharged,No
chevrolet,Chevrolet,cobalt,Cobalt,Supercharged,No
chevrolet,Chevrolet,colorado,Colorado,Turbocharged,No
chevrolet,Chevrolet,colorado,Colorado,Naturally Aspirated,No
chevrolet,Chevrolet,corsica,Corsica,Naturally Aspirated,No
chevrolet,Chevrolet,corvette,Corvette,Naturally Aspirated,No
chevrolet,Chevrolet,corvette,Corvette,Supercharged,No
chevrolet,Chevrolet,corvette_stingray,Corvette Stingray,Naturally Aspirated,No
chevrolet,Chevrolet,cruze,Cruze,Turbocharged,No
chevrolet,Chevrolet,cruze,Cruze,Naturally Aspirated,No
chevrolet,Chevrolet,cruze_limited,Cruze Limited,Turbocharged,No
chevrolet,Chevrolet,cruze_limited,Cruze Limited,Naturally Aspirated,No
chevrolet,Chevrolet,equinox,Equinox,Turbocharged,No
chevrolet,Chevrolet,equinox,Equinox,Naturally Aspirated,No
chevrolet,Chevrolet,express,Express,Naturally Aspirated,No
