"session","created","modified","ended","expired","time_0b_start","plan_bev","mc_bev_make","mc_bev_audi","mc_bev_bmw","mc_bev_cadillac","mc_bev_chevrolet","mc_bev_fiat","mc_bev_ford","mc_bev_genesis","mc_bev_gmc","mc_bev_honda","mc_bev_hyundai","mc_bev_jaguar","mc_bev_kia","mc_bev_lexus","mc_bev_lucid","mc_bev_mazda","mc_bev_mercedes_benz","mc_bev_mini","mc_bev_mitsubishi","mc_bev_nissan","mc_bev_polestar","mc_bev_porsche","mc_bev_rivian","mc_bev_subaru","mc_bev_tesla","mc_bev_toyota","mc_bev_vin_fast","mc_bev_volkswagen","mc_bev_volvo","mc_bev_year","user_model","user_bev","time_0b_end"
"jPPQVzoSMMpmpJBM63kdEXn-R6Wa6WUM9O8Mj7hvguAF70h6KHY92NE3SEGbVjDW","2024-03-13 23:59:05","2024-03-13 23:59:25","2024-03-13 23:59:26","","2024-03-13 23:59:05","yes","chevrolet","","","","bolt_ev","","","","","","","","","","","","","","","","","","","","","","","","","idk","bolt_ev","chevrolet_bolt_ev","2024-03-13 23:59:25"
"ljhalenjk1XT9FJct0sIc5fW8S0ZrrUFtpSft7g1-pkxHOBUOB5RoovE7F6XixWx","2024-03-14 17:59:22","2024-03-14 17:59:34","2024-03-14 17:59:35","","2024-03-14 17:59:22","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-03-14 17:59:35"
"oxxwiE5SYgRyBufY29PZDZHZYFI3tNYacxrDekvGob1VGC0cH6KDI99IFT5O7gfh","2024-03-14 19:54:51","2024-03-14 19:55:02","2024-03-14 19:55:02","","2024-03-14 19:54:51","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-03-14 19:55:02"
"7Zk0cDZGQQlFjreoiq7ZJ_QO96aodxlmrXWSaeTm78qN2jqnSE1CCg6N-eTeC-aY","2024-03-15 00:07:13","2024-03-15 00:07:23","2024-03-15 00:07:24","","2024-03-15 00:07:13","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-03-15 00:07:24"
"JHSjonOokWEFaKdL9KYbGIDAublT60Tn5oZC0QF_qGxKkdwvAW6Oc4c5Ayk0Hchi","2024-03-15 15:55:52","2024-03-15 15:55:57","2024-03-15 15:55:58","","2024-03-15 15:55:52","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-03-15 15:55:58"
"4EGs9aXn3mInTQyRJJJoKbHM-c5H3EwLytuViuTaCVexsJc1-78Fqu6UoxBlG8xu","2024-03-20 21:57:09","2024-03-20 21:57:34","2024-03-20 21:57:34","","2024-03-20 21:57:09","yes","bmw","","i_5","","","","","","","","","","","","","","","","","","","","","","","","","","","2024","i_5","bmw_i_5","2024-03-20 21:57:34"
"cyqXmwun7bL_r-iLtvN07OVRLs22skQRB8Ghmmdz6QiT8HuT3R8W96b-_6izu1_E","2024-03-23 03:25:48","2024-03-23 03:26:20","2024-03-23 03:26:21","","2024-03-23 03:25:48","yes","chevrolet","","","","bolt_ev","","","","","","","","","","","","","","","","","","","","","","","","","idk","bolt_ev","chevrolet_bolt_ev","2024-03-23 03:26:21"
"ZJjp55w3LrlREB0dJRENMZBUhdLeLBsiJbbx7FQWO6qk22VjYQKQzEnkpkaqBlte","2024-03-30 20:02:06","2024-03-30 20:09:13","2024-03-30 20:09:13","","2024-03-30 20:02:07","yes","ford","","","","","","mustang_mach_e","","","","","","","","","","","","","","","","","","","","","","","2021","mustang_mach_e","ford_mustang_mach_e","2024-03-30 20:09:13"
"qFT_tu7lw9yvvvRQhhloLArYXd0KI71qAY78E6pansgXwEqfh1H5aikQf2Jo2fDK","2024-03-30 22:29:19","2024-03-30 22:30:06","2024-03-30 22:30:07","","2024-03-30 22:29:19","yes","vin_fast","","","","","","","","","","","","","","","","","","","","","","","","","","vf_8","","","2023","vf_8","vin_fast_vf_8","2024-03-30 22:30:07"
"ncMzLTbxVtFu71Ya5ASYr8fFRfWePTFOEOnCKc0sBIBE2oVfqHYyzzdfAoM1rEC_","2024-03-31 00:20:36","2024-03-31 00:20:51","2024-03-31 00:20:53","","2024-03-31 00:20:38","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-03-31 00:20:53"
"CiRgJtir7MRuqeUlFG-8KJ62vagvsGqArMaArihJhaeNuB7uaQo5chjZDEPe99_2","2024-03-31 06:11:10","","","","2024-03-31 06:11:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68WFWVyscmDxv7VmkqX0mbesZB-Dfnb2_Kfkng7Qxfi7CdaEtzs2d1UVMdwUbskW","2024-03-31 06:20:24","2024-03-31 06:20:36","2024-03-31 06:20:37","","2024-03-31 06:20:25","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-03-31 06:20:37"
"Fc3303DnPOowK4KB5Ox0W3Qhe9DGvFcPC1BfkaUJki_DNYyeOsikO00H5BnHcZ3A","2024-03-31 16:19:39","2024-03-31 16:20:16","2024-03-31 16:20:16","","2024-03-31 16:19:39","yes","nissan","","","","","","","","","","","","","","","","","","","leaf","","","","","","","","","","2024","leaf","nissan_leaf","2024-03-31 16:20:16"
"ZAAb8akAjsli-_egVP5RWtgIF46Ke8P175zqhccsZ8T9lZVPvL1IPUp-31Ax-f4_","2024-03-31 16:39:31","2024-03-31 16:39:38","2024-03-31 16:39:39","","2024-03-31 16:39:31","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-03-31 16:39:39"
"eWoYIwdBpiwHonCIIZbzguE7yRCgyFzJami1s20GnXYF66oyCDFUT1C9YCfCI6Nz","2024-03-31 18:13:58","2024-03-31 18:14:42","2024-03-31 18:14:43","","2024-03-31 18:13:58","yes","tesla","","","","","","","","","","","","","","","","","","","","","","","","model_3","","","","","2024","model_3","tesla_model_3","2024-03-31 18:14:42"
"RLmGtteUDLbVpH8XiF-G5D8Oizz8rGR2pq59JMhDo9D_Kypvj2BPnrT14YPDTRT9","2024-03-31 23:25:46","2024-03-31 23:25:55","2024-03-31 23:25:55","","2024-03-31 23:25:46","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-03-31 23:25:55"
"-3cVN9d8gPtasdmXKpZiHj-0vE6Xp_mUzKRdIm6HkLyvG6lK7TgOGpxV1VUb992N","2024-04-01 02:35:22","2024-04-01 02:35:36","2024-04-01 02:35:37","","2024-04-01 02:35:22","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-01 02:35:37"
"DCBMMYIkgpBq8NCq2sRzzTq4jKfZmOkz-eFVGLuv5zW9Y6a7CTnPb8vdvUJKb216","2024-04-01 04:26:55","2024-04-01 04:27:40","2024-04-01 04:27:41","","2024-04-01 04:26:56","yes","tesla","","","","","","","","","","","","","","","","","","","","","","","","model_y","","","","","idk","model_y","tesla_model_y","2024-04-01 04:27:41"
"2C4hlOcKBpIiQygOkuVcDcpZPNCo5CDQiMz67WsYZoxbb8JGxF2dZHkDS1U7QStk","2024-04-01 06:50:34","2024-04-01 06:50:48","2024-04-01 06:50:49","","2024-04-01 06:50:34","yes","cadillac","","","lyriq","","","","","","","","","","","","","","","","","","","","","","","","","","2024","lyriq","cadillac_lyriq","2024-04-01 06:50:49"
"Qg6pGOOX2wGfuvNdQ6M34A145ivN69FsWx0e883IeNus-IwTXyB3kvYBfJYNoBEq","2024-04-02 23:16:41","2024-04-02 23:16:52","2024-04-02 23:16:53","","2024-04-02 23:16:41","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-02 23:16:53"
"6p83iHrj9C_t1PxkvdEGJgeD1i_1lM-nOq-mR8dyiSbI3V-jYIv9grnAdp-dLSxd","2024-04-03 04:24:27","2024-04-03 04:25:07","2024-04-03 04:25:08","","2024-04-03 04:24:27","yes","ford","","","","","","mustang_mach_e","","","","","","","","","","","","","","","","","","","","","","","2023","mustang_mach_e","ford_mustang_mach_e","2024-04-03 04:25:08"
"r83nr8s3CnZ7VyRzFsvdEJXwKyI6H5BOYw5BOybI6ZHKaduDAbMRGAfXDIs6zJRb","2024-04-09 04:20:30","2024-04-09 04:21:05","2024-04-09 04:21:08","","2024-04-09 04:20:31","yes","chevrolet","","","","bolt_euv","","","","","","","","","","","","","","","","","","","","","","","","","2024","bolt_euv","chevrolet_bolt_euv","2024-04-09 04:21:06"
"uT5MjFNZ8ZHX8d-5mkxJSoljs35g0klg814H4_m2XcCie5xqXaN4Bn1eJq-y0ZMa","2024-04-09 05:16:46","2024-04-09 05:16:56","2024-04-09 05:16:57","","2024-04-09 05:16:46","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-09 05:16:56"
"5wVgN_ZyY77haaMvF0WxOWGvASJWlspE1d69ke7L_Ebf8Kj9QNeDHBS4A0G1wpid","2024-04-09 05:27:10","2024-04-09 05:27:54","2024-04-09 05:27:55","","2024-04-09 05:27:11","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-09 05:27:55"
"-u5PLHovOmgw79Dt3skg_0Vj-PjKNBXAk0xE5H56Yhu2y3h9KmJ-CJDJq__u-qZE","2024-04-09 15:17:06","2024-04-09 15:17:19","2024-04-09 15:17:19","","2024-04-09 15:17:06","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-09 15:17:19"
"5-gXYg6aLS2T6pKV10a4ydeuLpI19hDWk6cOEG5rv44Y1zYuBWSFlHvNIXwqBMEx","2024-04-09 17:45:53","2024-04-09 17:46:07","2024-04-09 17:46:07","","2024-04-09 17:45:53","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-09 17:46:07"
"HYsmqZ84LniMbqSA-rgJ3AMBSQsZGM_0TQ4T4P_eNfKQfXkjhWPfJslMoWX3Em7R","2024-04-09 18:17:37","2024-04-09 18:18:33","2024-04-09 18:18:33","","2024-04-09 18:17:38","yes","kia","","","","","","","","","","","","ev_6","","","","","","","","","","","","","","","","","idk","ev_6","kia_ev_6","2024-04-09 18:18:33"
"BtJmbmbRPEgNGr-JHdtEqRjb0so9i3SKQHBBBc6s_kxdwMyl1MLxvnZcji2xQ3HL","2024-04-09 18:28:32","2024-04-09 18:28:41","2024-04-09 18:28:41","","2024-04-09 18:28:32","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-09 18:28:41"
"DH4HAUi0Xk0d9nodrOOgQ-Ti52NSly27oD_HLKWwKsUasmCHlvXhC3uj-86CP-qV","2024-04-09 21:55:50","2024-04-14 19:37:39","","","2024-04-09 21:55:50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3LyMpLuIAQsuGEiJJacHi_v5aP57tZymAhHe7fa9wIug-sRKKRdqKbPxmpXAu76i","2024-04-10 06:23:49","2024-04-10 06:24:05","2024-04-10 06:24:06","","2024-04-10 06:23:50","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-10 06:24:06"
"hhgJxFllMWes1Tp1-M4BDYsFbWaCcUTxpVZizLKAc5W7ZpWJRuVwRw943jGwPPze","2024-04-10 07:59:10","2024-04-10 07:59:21","2024-04-10 07:59:22","","2024-04-10 07:59:10","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-10 07:59:21"
"Qxrv_SmhJPhBh5NLkkcY3XvW3hquxdS4Ipw8lItO7YF9ZDsqPrmK0gn3M_Nmhq7a","2024-04-10 08:04:27","2024-04-10 08:04:38","2024-04-10 08:04:39","","2024-04-10 08:04:27","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-10 08:04:38"
"TLsw4nE1mplhR5Z23A3uHoqlElabKNJWUeNUdRSkdpzjrhKNM9lUjWAaNHrWN_6m","2024-04-10 09:50:54","2024-04-10 09:51:28","2024-04-10 09:51:29","","2024-04-10 09:50:54","yes","tesla","","","","","","","","","","","","","","","","","","","","","","","","model_y","","","","","2024","model_y","tesla_model_y","2024-04-10 09:51:29"
"GOydf3ocvfpYqrFboimFZaxnA6GaWM6xbez3Pq4YFzUPozs3gMCISgbqqQWbiCcK","2024-04-10 11:36:26","2024-04-10 11:36:36","2024-04-10 11:36:37","","2024-04-10 11:36:27","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-10 11:36:37"
"TXFaFIF8r9l_nq_3uDtA2hChdzbdlNYOohAn5B2TroV9DY5Za3fGkLWA4EmEEtnO","2024-04-10 13:48:13","2024-04-10 13:48:42","2024-04-10 13:48:42","","2024-04-10 13:48:14","yes","bmw","","i_4","","","","","","","","","","","","","","","","","","","","","","","","","","","2024","i_4","bmw_i_4","2024-04-10 13:48:42"
"ySXITiOpuCysVMO3YsRs18V45O3Z-bGvfAOZaJVi0igarsVjHkq45J6YuJYCx9Fr","2024-04-10 15:38:22","2024-04-10 15:39:13","2024-04-10 15:39:14","","2024-04-10 15:38:22","yes","tesla","","","","","","","","","","","","","","","","","","","","","","","","roadster","","","","","idk","roadster","tesla_roadster","2024-04-10 15:39:14"
"FyUQT34YIQFTsOStEPLDZbjtvY7rYhIy9t10ggnHE5L373AubGNUrD1Kq6lmfs94","2024-04-10 16:16:30","2024-04-10 16:16:40","","","2024-04-10 16:16:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OHwMw8bX8vqbMPyULhcz2xfdfnqvKfqT4kqQpnEjtovrLg6bIq_KTDtpx2hr_Scn","2024-04-10 16:56:23","2024-04-10 16:56:34","2024-04-10 16:56:34","","2024-04-10 16:56:23","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-10 16:56:34"
"l_lQyHYg7q9l9n3iwhnoB3tAO8zYClgk7YpZS7ywE6Mm7nRNqtuIn-4oUuDdaVDF","2024-04-10 18:04:31","2024-04-10 18:04:40","2024-04-10 18:04:40","","2024-04-10 18:04:31","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-10 18:04:40"
"ujwIEZ2XJYWyp2f0x98-EvrdpqjUtVpGDZe8i2CKyQ5tvgM2yqteUzExf556qyVv","2024-04-10 18:46:39","2024-04-10 18:46:52","2024-04-10 18:46:52","","2024-04-10 18:46:39","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-10 18:46:52"
"UN5Op5h5U0tEtxubVjuPqgpDZGRlg8hfbouDkFXSpVhsK9XYvfc8DsERnyfaTdOY","2024-04-10 20:43:31","2024-04-10 20:43:45","2024-04-10 20:43:46","","2024-04-10 20:43:32","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-10 20:43:46"
"282CFSuOjgZrD1eoYq2jSmn7sLLLhdACwwYqGN13fPWlMKsy6fZOw4TsPhoapgns","2024-04-11 14:47:30","2024-04-11 14:47:52","2024-04-11 14:47:52","","2024-04-11 14:47:30","yes","nissan","","","","","","","","","","","","","","","","","","","leaf","","","","","","","","","","idk","leaf","nissan_leaf","2024-04-11 14:47:52"
"82xAt2iD9go0_RnDGqrIrMkAm_XaWDeAPWJ20N3JT8wJghKlvhICnWh3AYlv2-q6","2024-04-11 16:07:42","2024-04-11 16:08:24","2024-04-11 16:08:24","","2024-04-11 16:07:42","yes","mini","","","","","","","","","","","","","","","","","hardtop_2_door","","","","","","","","","","","","2022","hardtop_2_door","mini_hardtop_2_door","2024-04-11 16:08:24"
"XkmsvWCI4V4bYypl-JJvvkrWqguzag0Ct1Yt3FJQsn_QlSr3FdldV3exEuJeJVmg","2024-04-11 17:33:31","2024-04-11 17:34:02","2024-04-11 17:34:02","","2024-04-11 17:33:31","yes","volkswagen","","","","","","","","","","","","","","","","","","","","","","","","","","","id_4","","2024","id_4","volkswagen_id_4","2024-04-11 17:34:02"
"6mR2olEH4M9cCAH47alcxfHNmKqM96lG0P6Cq4f-iG9N5uktW_adLGGWalFUTtJ9","2024-04-11 20:11:39","2024-04-11 20:12:18","2024-04-11 20:12:19","","2024-04-11 20:11:39","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-11 20:12:18"
"HkQksPPFYUW4lGF1TDR9dIkVxA1CZC7ycCttf0NoLAGF_KDgnmNi5HmB9RjhZrkY","2024-04-11 21:04:01","2024-04-11 21:04:13","2024-04-11 21:04:14","","2024-04-11 21:04:01","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-11 21:04:13"
"DX70CU2HOaRNPaq8W0q70sLoJJW4Zm_2RxsC-J-_KBh1PGtObbss8ApuvSZlFKKP","2024-04-12 10:12:00","2024-04-12 10:14:00","2024-04-12 10:14:01","","2024-04-12 10:12:01","yes","tesla","","","","","","","","","","","","","","","","","","","","","","","","model_y","","","","","idk","model_y","tesla_model_y","2024-04-12 10:14:01"
"gmpXjw109jz6i39sy6nhdQVx7N9cUu4wHIN8r7uhg58w0kn1AohAIjSJkPmCmhqg","2024-04-12 12:43:58","2024-04-12 12:44:24","2024-04-12 12:44:24","","2024-04-12 12:43:59","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-12 12:44:24"
"HlfcH5lQYPjMHnAjkT9pSlIEqTdncwioynOp1iJbua0BNdzQi9dWKKE1iBAMx5v8","2024-04-12 13:59:55","2024-04-12 14:00:01","2024-04-12 14:00:02","","2024-04-12 13:59:55","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-12 14:00:02"
"7yLy4zaGmptQfMJ0Nz0FvUjX9eIykSrTdQHiSCgwBh1P5vDVVLS0RX3mcyEc_7ZH","2024-04-12 15:06:50","2024-04-12 15:07:53","2024-04-12 15:07:54","","2024-04-12 15:06:50","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-12 15:07:54"
"FSOXeBqRcXjuPNNypUSHq1RfI1fKqLuxzMcCmECY8EUf5zE_o3yLrHgib-MjCH3P","2024-04-12 17:14:44","2024-04-12 17:14:51","2024-04-12 17:14:52","","2024-04-12 17:14:44","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-12 17:14:52"
"WHpuUt0ykqfD6P3pw16hhM6VR3F9LkXJp-cyHiwMhMVIrwIX01Wlbo31Cfu6BF8l","2024-04-13 09:14:39","2024-04-13 09:14:59","2024-04-13 09:15:00","","2024-04-13 09:14:39","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-13 09:15:00"
"5axiikTtl2v76sJnYC9Sden0MsjaX6H-hc9FPMRsRxWnEit6EE36WfoOfZfTlFtR","2024-04-13 12:54:25","2024-04-13 12:54:57","2024-04-13 12:54:57","","2024-04-13 12:54:25","yes","chevrolet","","","","bolt_euv","","","","","","","","","","","","","","","","","","","","","","","","","idk","bolt_euv","chevrolet_bolt_euv","2024-04-13 12:54:57"
"6nLyw4mOmh4nkAUOJRJUdjyX8zFobZ1kJ1X1-DapSB1muDTj1MPn8FImMppPx8cB","2024-04-13 13:57:21","2024-04-13 13:57:45","2024-04-13 13:57:45","","2024-04-13 13:57:21","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-13 13:57:45"
"j6mgzl5iImS2stbnCzDFufXY5q5HpabDsyXF8eXsSWxgtZ7k4kZiP_IRau0QykZ3","2024-04-13 14:04:37","2024-04-13 14:05:11","2024-04-13 14:05:12","","2024-04-13 14:04:37","yes","ford","","","","","","mustang_mach_e","","","","","","","","","","","","","","","","","","","","","","","idk","mustang_mach_e","ford_mustang_mach_e","2024-04-13 14:05:12"
"HsWmQRRkGMPGt2YXB-0EcwOSZNlFjfrGS23f7OUJKDq5TCWkCWkdEozpv4Ymv7xn","2024-04-13 17:28:59","2024-04-13 17:29:12","2024-04-13 17:29:13","","2024-04-13 17:28:59","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-13 17:29:13"
"l4epMKjjysA9TdryZvT1IoAmDvVz_jXzhcyuR2AGzgG0NJnTO0n337tU6auSoPvj","2024-04-13 17:59:35","2024-04-13 17:59:49","2024-04-13 17:59:49","","2024-04-13 17:59:35","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-13 17:59:49"
"XmIGHl3Sm2y6UGefjzg9wvIVQsGj9-xE3A8BKa3L8kUt0oJNcyPun5W3sGILl7nX","2024-04-13 18:40:35","2024-04-13 18:40:44","2024-04-13 18:40:44","","2024-04-13 18:40:35","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-13 18:40:44"
"B2IJhs3qttvsabYYqFiM10fmGCDzZPw3Ms7ytW90CjFVTtA9S2A61v1dlP3fRrda","2024-04-13 18:45:29","2024-04-13 18:46:19","2024-04-13 18:46:19","","2024-04-13 18:45:29","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-13 18:46:19"
"rEUP0hMk9h0U_vZVp45rkzjINLZXWOL4iCccAENbzK5aBLtrmxqIoRahrCzqDGcF","2024-04-13 19:21:35","2024-04-13 19:21:44","2024-04-13 19:21:45","","2024-04-13 19:21:35","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-13 19:21:44"
"GL4n_lmQ6a8vmLpRSvrzethxAOOCKmtz-mFZY9CokaKrDdHK0RCcN6wOhbsLpeDy","2024-04-14 01:23:33","2024-04-14 01:23:41","2024-04-14 01:23:42","","2024-04-14 01:23:33","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-14 01:23:42"
"PC0JMCJhpKXWilYpPO5-ISDKZGTf3Skg2_W9-uun8FVM5z5G_KHr3juG6-Wmo3Un","2024-04-14 02:14:04","2024-04-14 02:14:29","2024-04-14 02:14:31","","2024-04-14 02:14:05","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-14 02:14:30"
"jnq57pTIHx8_8ukXNt50d5kVnwEneNa_6iFmvb-ZUOnXgoPxEJI8dVGl2Y-OGRWm","2024-04-14 02:39:30","","","","2024-04-14 02:39:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"l1FimAYHGKNgcPt_fLzk5lH1kmaBgvg8aX3muHqQJLVWQqHMu15n8mGFbk5ZL9z_","2024-04-14 03:17:03","2024-04-14 03:17:15","2024-04-14 03:17:16","","2024-04-14 03:17:04","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-14 03:17:16"
"n2n1-mKuh1jUb9ltpHB9FY_2qALru0q6Ld4VGd6IAFj2PVutxMAZFmU8eUE5lKgt","2024-04-14 03:53:39","2024-04-14 03:53:57","2024-04-14 03:53:58","","2024-04-14 03:53:39","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-14 03:53:57"
"VPZhzRgI-8UorzULZtG-GA6PLxMXne-F7xXROdtdHJEP94pJo6sOxZipvBXKoG8P","2024-04-14 03:53:52","2024-04-14 03:54:43","2024-04-14 03:54:44","","2024-04-14 03:53:52","yes","polestar","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","idk","2","polestar_2","2024-04-14 03:54:44"
"VOmvyOtSCPcWVkmj1y8r6Ou3dEwpXbuv7nMgW2Z1h38ELcIHvuSPA2XXTddW6iCa","2024-04-14 04:02:19","2024-04-14 04:02:43","2024-04-14 04:02:43","","2024-04-14 04:02:19","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-14 04:02:43"
"oQozz5Kg3MNhGeOAQ2MFHl2Km6igqdtvV4FUKJYbTm4dL_DL5UFnLciKaqEQEGXE","2024-04-14 04:05:20","2024-04-14 04:05:53","2024-04-14 04:05:54","","2024-04-14 04:05:21","yes","genesis","","","","","","","gv_60","","","","","","","","","","","","","","","","","","","","","","2024","gv_60","genesis_gv_60","2024-04-14 04:05:54"
"7Muj7UxLIZn3cQJwFciuppq6oXrm73N1nZ7W5nrq-ieYQz_jawwhNToJUEsywu3a","2024-04-14 04:13:31","2024-04-14 04:13:49","2024-04-14 04:13:50","","2024-04-14 04:13:32","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-14 04:13:49"
"BhKHK5GybR2rQRyP1taCwJYULnH57C05BtoC4qiqC87tSwCZ4Nj8kshilwzk6ctg","2024-04-14 04:40:42","2024-04-14 04:41:03","2024-04-14 04:41:04","","2024-04-14 04:40:42","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-14 04:41:04"
"4fq3xGdPJr6D2gBEZ6V2Pnwd4xJF59MRRP46js6NEhAMXlEq7Lz2-ivD740-OaaB","2024-04-14 05:25:34","","","","2024-04-14 05:25:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"jtomPUEkQ6F2rS3rHB4W84m5n9oA4fEqDmLKm3x2oGw0ZEhfX8AqGEn2-HcTxfEe","2024-04-14 14:54:36","2024-04-14 14:54:47","2024-04-14 14:54:48","","2024-04-14 14:54:36","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-14 14:54:48"
